area_type,site_location,total_sqft,bath,balcony,bhk,price
Super built-up  Area,other,1200.0,2.0,2.0,2.0,75.0
Plot  Area,other,1200.0,4.0,0.0,4.0,130.0
Super built-up  Area,Narayan Peth,1508.0,2.0,1.0,3.0,110.0
Super built-up  Area,other,1188.0,2.0,3.0,2.0,73.0
Super built-up  Area,other,2690.0,4.0,3.0,4.0,199.0
Super built-up  Area,Parvati Darshan,1174.0,2.0,1.0,2.0,76.0
Super built-up  Area,other,1350.0,3.0,1.0,3.0,58.99
Super built-up  Area,Paud Road,1870.0,3.0,3.0,3.0,185.0
Super built-up  Area,other,1072.0,2.0,1.0,2.0,25.0
Plot  Area,other,52272.0,2.0,1.0,3.0,140.0
Super built-up  Area,other,726.0,2.0,1.0,2.0,31.0
Super built-up  Area,Rasta Peth,1345.0,2.0,2.0,2.0,106.0
Super built-up  Area,other,1200.0,2.0,2.0,2.0,45.0
Built-up  Area,Sadashiv Peth,980.0,2.0,0.0,2.0,37.0
Super built-up  Area,other,1050.0,2.0,1.0,2.0,77.0
Super built-up  Area,other,993.0,2.0,1.0,2.0,39.71
Super built-up  Area,Sasson Road,1300.0,2.0,2.0,3.0,52.0
Super built-up  Area,other,1743.0,3.0,2.0,3.0,85.0
Plot  Area,other,1204.0,4.0,1.0,4.0,125.0
Plot  Area,other,1200.0,2.0,0.0,2.0,67.0
Super built-up  Area,other,1480.0,3.0,2.0,3.0,90.0
Super built-up  Area,other,950.0,2.0,2.0,2.0,32.5
Built-up  Area,other,640.0,1.0,0.0,1.0,55.0
Super built-up  Area,Somwar Peth,972.0,2.0,1.0,2.0,44.0
Super built-up  Area,Swargate,1840.0,3.0,3.0,3.0,98.0
Super built-up  Area,other,1128.0,2.0,1.0,2.0,64.0
Plot  Area,other,680.0,2.0,0.0,2.0,42.0
Plot  Area,other,2400.0,2.0,1.0,2.0,95.0
Built-up  Area,other,1045.0,2.0,2.0,2.0,42.0
Built-up  Area,other,955.0,2.0,3.0,2.0,53.55
Super built-up  Area,Vishrant Wadi,1360.0,2.0,2.0,3.0,54.39
Super built-up  Area,other,1150.0,2.0,2.0,2.0,63.0
Built-up  Area,other,3450.0,4.0,3.0,4.0,294.0
Super built-up  Area,other,1115.0,2.0,2.0,2.0,56.87
Super built-up  Area,Warje,920.0,2.0,2.0,2.0,46.0
Super built-up  Area,Yerawada,1030.0,2.0,1.0,2.0,41.0
Super built-up  Area,Alandi Road,1564.0,3.0,1.0,3.0,101.0
Super built-up  Area,other,1045.0,2.0,1.0,2.0,45.0
Plot  Area,other,1200.0,4.0,1.0,4.0,83.0
Built-up  Area,other,1277.0,2.0,2.0,2.0,55.0
Super built-up  Area,other,2479.13,3.0,1.0,3.0,215.0
Super built-up  Area,other,1846.0,3.0,2.0,3.0,140.0
Built-up  Area,other,1100.0,2.0,0.0,2.0,106.0
Super built-up  Area,Baner road,1690.0,3.0,0.0,3.0,75.0
Plot  Area,Bhandarkar Road,1200.0,3.0,0.0,2.0,70.0
Built-up  Area,Bhavani Peth,3042.0,4.0,0.0,4.0,131.0
Super built-up  Area,other,1640.0,3.0,3.0,3.0,223.0
Built-up  Area,other,1068.0,2.0,1.0,2.0,40.05
Super built-up  Area,other,1135.0,2.0,2.0,2.0,58.0
Super built-up  Area,other,1925.0,3.0,2.0,3.0,120.0
Super built-up  Area,other,1615.0,3.0,2.0,3.0,60.0
Super built-up  Area,Chandan Nagar,650.0,1.0,1.0,1.0,26.0
Super built-up  Area,other,1150.0,2.0,3.0,2.0,42.0
Super built-up  Area,other,1410.0,2.0,2.0,3.0,45.12
Super built-up  Area,other,2000.0,3.0,3.0,3.0,207.0
Super built-up  Area,other,1354.0,3.0,1.0,3.0,90.0
Plot  Area,other,1050.0,2.0,0.0,2.0,110.0
Built-up  Area,Fergusson College Road,600.0,1.0,1.0,1.0,28.0
Plot  Area,other,1320.0,2.0,1.0,4.0,110.0
Super built-up  Area,other,1600.0,3.0,2.0,3.0,88.0
Built-up  Area,other,3500.0,6.0,2.0,4.0,225.0
Super built-up  Area,Ghorpadi,1000.0,2.0,1.0,2.0,36.0
Super built-up  Area,other,1130.0,3.0,1.0,3.0,38.0
Super built-up  Area,Gultekdi,1238.0,2.0,1.0,2.0,67.0
Super built-up  Area,other,2204.0,2.0,3.0,3.0,305.0
Super built-up  Area,Hadapsar Industrial Estate,1364.0,2.0,3.0,3.0,46.38
Built-up  Area,Hingne Khurd,900.0,2.0,1.0,2.0,45.0
Super built-up  Area,other,1745.0,3.0,2.0,3.0,104.0
Super built-up  Area,other,1200.0,2.0,1.0,2.0,53.33
Super built-up  Area,other,1020.0,2.0,1.0,2.0,42.83
Super built-up  Area,other,1650.0,3.0,2.0,3.0,118.0
Super built-up  Area,other,1550.0,2.0,3.0,3.0,70.0
Super built-up  Area,other,1440.0,2.0,2.0,2.0,60.0
Super built-up  Area,other,1329.0,2.0,2.0,3.0,45.95
Super built-up  Area,Khadki,916.0,2.0,1.0,2.0,42.0
Super built-up  Area,Kharadi,688.0,1.0,2.0,1.0,50.0
Super built-up  Area,Kondhwa,1358.0,3.0,3.0,3.0,50.0
Super built-up  Area,Kondhwa Budruk,1331.0,2.0,1.0,2.0,107.0
Super built-up  Area,other,686.0,1.0,1.0,1.0,62.5
Super built-up  Area,Koregaon Park,1050.0,2.0,2.0,2.0,50.0
Super built-up  Area,other,2106.0,3.0,2.0,3.0,126.0
Super built-up  Area,other,1718.0,3.0,2.0,3.0,90.2
Super built-up  Area,other,1530.0,3.0,2.0,3.0,57.0
Super built-up  Area,other,1206.0,2.0,2.0,2.0,56.0
Built-up  Area,other,1075.0,2.0,3.0,2.0,52.0
Plot  Area,Mangalwar peth,1200.0,3.0,1.0,3.0,95.0
Super built-up  Area,Manik Bagh,1936.0,2.0,2.0,3.0,54.21
Super built-up  Area,Market yard,2172.65,3.0,3.0,4.0,120.0
Super built-up  Area,other,1100.0,2.0,2.0,3.0,75.0
Plot  Area,other,1260.0,5.0,1.0,3.0,185.0
Super built-up  Area,other,1117.0,2.0,3.0,2.0,29.99
Built-up  Area,Narayan Peth,1685.0,2.0,1.0,3.0,110.0
Super built-up  Area,other,740.0,2.0,1.0,2.0,37.0
Plot  Area,other,1500.0,2.0,2.0,4.0,93.0
Super built-up  Area,Parvati Darshan,1800.0,3.0,2.0,3.0,115.0
Super built-up  Area,other,1700.0,3.0,2.0,3.0,130.0
Built-up  Area,Paud Road,850.0,2.0,2.0,2.0,37.93
Super built-up  Area,other,1891.0,3.0,1.0,3.0,139.0
Built-up  Area,other,1400.0,1.0,1.0,2.0,80.0
Super built-up  Area,other,1172.0,2.0,2.0,2.0,82.0
Super built-up  Area,Rasta Peth,1400.0,2.0,2.0,3.0,40.43
Built-up  Area,other,896.0,2.0,1.0,2.0,43.75
Super built-up  Area,Sadashiv Peth,1180.0,2.0,2.0,2.0,65.0
Plot  Area,other,2460.0,7.0,1.0,7.0,350.0
Built-up  Area,other,850.0,2.0,1.0,2.0,33.0
Super built-up  Area,Sasson Road,530.0,1.0,1.0,1.0,18.0
Super built-up  Area,other,1550.0,3.0,3.0,3.0,110.0
Super built-up  Area,other,1699.0,3.0,3.0,3.0,97.0
Super built-up  Area,other,2025.0,4.0,3.0,4.0,109.0
Super built-up  Area,other,500.0,2.0,2.0,1.0,14.0
Built-up  Area,other,500.0,1.0,0.0,1.0,20.0
Built-up  Area,other,1146.0,2.0,1.0,2.0,38.5
Super built-up  Area,Somwar Peth,2475.0,4.0,3.0,3.0,332.0
Super built-up  Area,Swargate,1455.0,2.0,1.0,2.0,145.0
Plot  Area,other,800.0,1.0,0.0,2.0,50.0
Super built-up  Area,other,765.0,2.0,2.0,1.0,30.0
Super built-up  Area,other,1521.0,3.0,1.0,3.0,94.99
Super built-up  Area,other,1600.0,2.0,2.0,3.0,55.0
Super built-up  Area,other,3155.0,4.0,2.0,3.0,370.0
Super built-up  Area,Vishrant Wadi,2900.0,4.0,0.0,3.0,240.0
Super built-up  Area,other,1765.0,3.0,3.0,3.0,105.0
Super built-up  Area,other,1980.0,3.0,2.0,3.0,88.0
Built-up  Area,other,1900.0,3.0,1.0,3.0,135.0
Super built-up  Area,Warje,1265.0,2.0,3.0,2.0,70.0
Super built-up  Area,Yerawada,1034.0,2.0,3.0,2.0,40.0
Built-up  Area,Alandi Road,1012.0,2.0,1.0,2.0,59.0
Super built-up  Area,other,1070.0,2.0,1.0,2.0,54.0
Built-up  Area,other,3555.0,4.0,1.0,4.0,230.0
Super built-up  Area,other,1270.0,2.0,2.0,3.0,70.0
Super built-up  Area,other,2045.0,4.0,3.0,3.0,154.0
Super built-up  Area,other,1490.0,2.0,2.0,3.0,98.0
Built-up  Area,Baner road,6150.0,6.0,1.0,7.0,830.0
Super built-up  Area,Bhandarkar Road,883.0,2.0,1.0,2.0,40.0
Super built-up  Area,Bhavani Peth,671.0,1.0,1.0,1.0,36.85
Super built-up  Area,other,1156.0,2.0,2.0,2.0,32.0
Super built-up  Area,other,2017.0,3.0,2.0,3.0,125.0
Super built-up  Area,other,3122.0,6.0,2.0,4.0,235.0
Super built-up  Area,other,1635.0,3.0,1.0,3.0,62.0
Built-up  Area,other,4400.0,9.0,0.0,7.0,120.0
Super built-up  Area,Chandan Nagar,1296.0,2.0,1.0,2.0,89.0
Plot  Area,other,2400.0,4.0,2.0,6.0,280.0
Super built-up  Area,other,1139.0,2.0,2.0,2.0,62.0
Super built-up  Area,other,1230.0,3.0,2.0,2.0,47.0
Super built-up  Area,other,581.91,2.0,1.0,1.0,25.0
Super built-up  Area,other,1245.0,2.0,1.0,2.0,86.28
Plot  Area,other,1158.0,2.0,2.0,3.0,85.0
Built-up  Area,other,3951.0,4.0,2.0,4.0,220.0
Super built-up  Area,Fergusson College Road,360.0,1.0,1.0,1.0,26.0
Super built-up  Area,other,1350.0,3.0,1.0,3.0,55.0
Built-up  Area,other,1670.0,3.0,2.0,3.0,120.0
Super built-up  Area,other,1600.0,2.0,2.0,3.0,65.0
Super built-up  Area,Ghorpadi,1307.0,2.0,2.0,2.0,51.6
Built-up  Area,other,1050.0,2.0,1.0,3.0,57.0
Super built-up  Area,Gultekdi,1703.0,3.0,0.0,3.0,101.0
Super built-up  Area,other,1210.0,2.0,1.0,3.0,58.0
Built-up  Area,other,1025.0,2.0,1.0,2.0,29.6
Super built-up  Area,Hadapsar Industrial Estate,1140.0,2.0,2.0,2.0,43.0
Super built-up  Area,Hingne Khurd,1343.0,2.0,2.0,3.0,56.41
Super built-up  Area,other,1560.0,3.0,2.0,3.0,85.0
Super built-up  Area,other,925.0,2.0,2.0,2.0,51.0
Super built-up  Area,other,1420.0,2.0,2.0,3.0,75.0
Built-up  Area,other,1415.0,2.0,3.0,2.0,110.0
Super built-up  Area,other,1210.0,2.0,2.0,2.0,60.0
Super built-up  Area,other,1852.0,3.0,2.0,3.0,160.0
Super built-up  Area,other,1250.0,3.0,2.0,3.0,50.0
Super built-up  Area,Khadki,1100.0,2.0,1.0,2.0,65.0
Super built-up  Area,Kharadi,1150.0,2.0,1.0,2.0,40.25
Super built-up  Area,Kondhwa,1100.0,2.0,1.0,2.0,53.35
Plot  Area,Kondhwa Budruk,1350.0,1.0,0.0,2.0,100.0
Super built-up  Area,other,1546.0,3.0,2.0,3.0,99.0
Super built-up  Area,Koregaon Park,1424.0,2.0,2.0,2.0,90.0
Built-up  Area,other,1398.0,3.0,1.0,3.0,68.0
Super built-up  Area,other,1650.0,3.0,2.0,3.0,200.0
Plot  Area,other,1200.0,4.0,0.0,4.0,120.0
Super built-up  Area,other,1476.0,3.0,2.0,3.0,105.0
Super built-up  Area,Mangalwar peth,1322.0,2.0,2.0,3.0,58.82
Built-up  Area,Market yard,1100.0,2.0,2.0,2.0,55.0
Super built-up  Area,other,4750.0,5.0,0.0,4.0,600.0
Built-up  Area,other,1285.0,2.0,2.0,3.0,68.0
Built-up  Area,Mundhawa,1150.0,2.0,2.0,2.0,80.0
Super built-up  Area,other,1430.0,2.0,2.0,3.0,56.0
Super built-up  Area,other,1350.0,2.0,2.0,3.0,62.0
Plot  Area,Narayan Peth,1350.0,3.0,3.0,3.0,195.0
Built-up  Area,other,1185.0,2.0,2.0,2.0,65.0
Super built-up  Area,other,1760.0,3.0,2.0,3.0,67.0
Plot  Area,other,2400.0,5.0,2.0,4.0,350.0
Super built-up  Area,Parvati Darshan,900.0,2.0,1.0,2.0,41.0
Super built-up  Area,other,1297.0,2.0,1.0,2.0,105.0
Super built-up  Area,Paud Road,1840.0,3.0,2.0,3.0,155.0
Built-up  Area,other,950.0,2.0,1.0,2.0,50.79
Carpet  Area,other,950.0,2.0,1.0,2.0,52.0
Super built-up  Area,Rasta Peth,1277.5,2.0,0.0,2.0,95.815
Super built-up  Area,other,1571.0,3.0,2.0,3.0,89.0
Super built-up  Area,Sadashiv Peth,1031.0,2.0,1.0,2.0,55.0
Super built-up  Area,other,1485.0,2.0,1.0,2.0,90.0
Super built-up  Area,other,1109.0,2.0,1.0,2.0,60.0
Super built-up  Area,Sasson Road,2200.0,3.0,2.0,3.0,180.0
Super built-up  Area,other,950.0,1.0,1.0,1.0,50.0
Plot  Area,other,1200.0,2.0,0.0,3.0,150.0
Super built-up  Area,other,1161.0,2.0,1.0,2.0,55.15
Super built-up  Area,other,2350.0,3.0,3.0,3.0,300.0
Super built-up  Area,other,1003.0,2.0,1.0,2.0,40.6
Plot  Area,other,1350.0,2.0,1.0,2.0,185.0
Super built-up  Area,Somwar Peth,1080.0,2.0,2.0,2.0,37.0
Super built-up  Area,Swargate,1255.0,2.0,2.0,2.0,73.0
Super built-up  Area,other,1250.0,2.0,0.0,2.0,60.0
Plot  Area,other,1700.0,4.0,1.0,4.0,152.0
Plot  Area,other,1200.0,2.0,0.0,3.0,66.0
Built-up  Area,other,824.0,2.0,0.0,2.0,60.0
Super built-up  Area,other,1875.0,3.0,1.0,3.0,167.0
Built-up  Area,Vishrant Wadi,1320.0,2.0,1.0,3.0,38.12
Plot  Area,other,9600.0,5.0,2.0,5.0,550.0
Super built-up  Area,other,1330.0,2.0,1.0,3.0,47.0
Super built-up  Area,other,1220.0,3.0,2.0,3.0,56.0
Super built-up  Area,Warje,1111.0,3.0,1.0,3.0,50.0
Super built-up  Area,Yerawada,1197.0,2.0,1.0,2.0,47.88
Super built-up  Area,Alandi Road,2519.0,5.0,2.0,4.0,185.0
Super built-up  Area,other,1340.0,2.0,1.0,3.0,100.0
Plot  Area,other,1450.0,3.0,3.0,4.0,132.0
Super built-up  Area,other,1837.0,3.0,3.0,3.0,145.0
Super built-up  Area,other,1238.0,2.0,3.0,2.0,55.0
Super built-up  Area,other,1405.0,2.0,2.0,3.0,59.01
Super built-up  Area,Baner road,1690.0,3.0,2.0,4.0,80.0
Built-up  Area,Bhandarkar Road,1620.0,2.0,1.0,3.0,110.0
Super built-up  Area,Bhavani Peth,1673.0,3.0,2.0,3.0,115.0
Plot  Area,other,1090.0,2.0,0.0,2.0,58.0
Super built-up  Area,other,1112.0,2.0,2.0,2.0,40.0
Super built-up  Area,other,1385.0,2.0,2.0,3.0,66.65
Super built-up  Area,other,985.0,2.0,1.0,2.0,58.0
Super built-up  Area,Chandan Nagar,825.0,1.0,0.0,1.0,36.29
Super built-up  Area,other,1080.0,2.0,1.0,2.0,37.8
Super built-up  Area,other,1430.0,2.0,1.0,2.0,97.52
Super built-up  Area,other,1050.0,2.0,2.0,2.0,43.0
Plot  Area,other,2000.0,4.0,1.0,4.0,139.0
Built-up  Area,other,4800.0,4.0,3.0,4.0,190.0
Built-up  Area,other,1533.0,3.0,2.0,3.0,115.0
Super built-up  Area,other,2610.0,3.0,0.0,3.0,399.0
Super built-up  Area,Fergusson College Road,1750.0,3.0,2.0,3.0,150.0
Plot  Area,other,1200.0,2.0,0.0,3.0,66.0
Super built-up  Area,other,1352.0,2.0,2.0,2.0,87.5
Super built-up  Area,other,1754.0,3.0,2.0,3.0,125.0
Built-up  Area,Ghorpadi,1560.0,3.0,2.0,3.0,85.0
Super built-up  Area,other,3012.0,6.0,2.0,4.0,268.0
Super built-up  Area,Gultekdi,3584.0,4.0,0.0,4.0,199.0
Super built-up  Area,other,1470.0,2.0,1.0,3.0,90.0
Built-up  Area,other,1035.0,2.0,1.0,2.0,45.0
Plot  Area,Hadapsar Industrial Estate,2400.0,5.0,0.0,4.0,329.0
Built-up  Area,Hingne Khurd,1160.0,2.0,1.0,2.0,52.0
Super built-up  Area,other,1100.0,2.0,2.0,2.0,52.0
Super built-up  Area,other,1170.0,2.0,0.0,2.0,38.0
Super built-up  Area,other,595.0,1.0,1.0,1.0,31.83
Super built-up  Area,other,1650.0,3.0,2.0,3.0,110.0
Super built-up  Area,other,1875.0,2.0,3.0,3.0,235.0
Super built-up  Area,other,1375.0,2.0,3.0,3.0,48.06
Super built-up  Area,Khadki,1235.0,2.0,1.0,2.0,46.8
Super built-up  Area,Kharadi,750.0,1.0,2.0,1.0,25.0
Built-up  Area,Kondhwa,1400.0,3.0,1.0,3.0,115.0
Super built-up  Area,Kondhwa Budruk,1270.0,2.0,2.0,3.0,50.79
Super built-up  Area,other,1105.0,2.0,1.0,2.0,51.0
Super built-up  Area,Koregaon Park,1375.0,2.0,3.0,3.0,85.0
Plot  Area,other,2168.0,4.0,2.0,4.0,95.0
Super built-up  Area,other,1065.0,2.0,1.0,2.0,40.84
Plot  Area,other,3800.0,3.0,0.0,3.0,580.0
Plot  Area,other,3125.0,9.0,0.0,9.0,350.0
Super built-up  Area,Mangalwar peth,825.0,1.0,1.0,1.0,45.0
Built-up  Area,Manik Bagh,1095.0,2.0,0.0,2.0,40.0
Super built-up  Area,other,1440.0,2.0,2.0,3.0,60.33
Super built-up  Area,other,870.0,2.0,1.0,2.0,39.5
Super built-up  Area,Mundhawa,1195.0,2.0,1.0,2.0,84.0
Super built-up  Area,other,1200.0,2.0,1.0,2.0,49.5
Super built-up  Area,other,1530.0,3.0,3.0,3.0,61.2
Super built-up  Area,Narayan Peth,1708.0,2.0,1.0,3.0,90.5
Super built-up  Area,other,975.0,2.0,1.0,2.0,43.0
Built-up  Area,other,750.0,2.0,1.0,2.0,25.0
Super built-up  Area,Parvati Darshan,1920.0,3.0,2.0,3.0,130.0
Super built-up  Area,Paud Road,1183.0,2.0,1.0,2.0,58.56
Super built-up  Area,other,1550.0,2.0,2.0,3.0,65.0
Super built-up  Area,other,1110.0,2.0,3.0,2.0,53.0
Super built-up  Area,other,1105.0,2.0,1.0,2.0,38.67
Plot  Area,Sadashiv Peth,1800.0,3.0,2.0,3.0,68.0
Super built-up  Area,other,2800.0,4.0,2.0,5.0,200.0
Super built-up  Area,other,1000.0,2.0,2.0,2.0,29.9
Built-up  Area,Sasson Road,1190.0,2.0,2.0,2.0,68.0
Plot  Area,other,1350.0,4.0,1.0,4.0,200.0
Super built-up  Area,other,3067.0,4.0,2.0,4.0,230.0
Super built-up  Area,other,1929.0,4.0,1.0,3.0,103.0
Built-up  Area,other,1525.0,3.0,1.0,3.0,100.0
Super built-up  Area,other,1775.0,3.0,3.0,3.0,110.0
Built-up  Area,other,1125.0,2.0,1.0,2.0,63.0
Super built-up  Area,Somwar Peth,900.0,2.0,2.0,2.0,42.0
Super built-up  Area,Swargate,1155.0,2.0,1.0,2.0,58.0
Built-up  Area,other,1200.0,4.0,0.0,4.0,75.0
Super built-up  Area,other,1268.0,2.0,1.0,2.0,73.0
Built-up  Area,other,1500.0,3.0,2.0,3.0,88.0
Super built-up  Area,other,630.0,1.0,1.0,1.0,47.0
Super built-up  Area,other,1525.0,3.0,2.0,3.0,65.0
Super built-up  Area,Vishrant Wadi,1060.0,2.0,2.0,2.0,48.0
Super built-up  Area,other,1687.0,3.0,3.0,3.0,127.0
Super built-up  Area,other,1847.0,3.0,2.0,3.0,123.0
Super built-up  Area,other,1410.0,2.0,3.0,3.0,53.0
Super built-up  Area,Warje,1075.0,2.0,1.0,2.0,42.99
Super built-up  Area,Yerawada,3526.0,4.0,0.0,4.0,492.0
Built-up  Area,Alandi Road,3000.0,3.0,0.0,3.0,338.0
Built-up  Area,other,1500.0,2.0,1.0,3.0,143.0
Built-up  Area,other,1010.0,2.0,2.0,2.0,46.0
Super built-up  Area,other,1875.0,3.0,3.0,3.0,110.0
Super built-up  Area,other,983.0,2.0,1.0,2.0,50.6
Super built-up  Area,other,1101.0,2.0,2.0,2.0,65.0
Super built-up  Area,Baner road,1140.0,2.0,1.0,2.0,76.0
Super built-up  Area,Bhandarkar Road,1215.0,2.0,2.0,2.0,110.0
Super built-up  Area,Bhavani Peth,1007.0,2.0,3.0,2.0,42.0
Super built-up  Area,other,2039.0,3.0,2.0,3.0,168.0
Built-up  Area,other,1020.0,3.0,2.0,3.0,110.0
Super built-up  Area,other,1198.0,2.0,1.0,2.0,84.0
Built-up  Area,other,4000.0,4.0,1.0,4.0,520.0
Plot  Area,other,1470.0,4.0,2.0,4.0,34.5
Built-up  Area,Chandan Nagar,1370.0,2.0,2.0,2.0,75.0
Super built-up  Area,other,1316.0,2.0,3.0,2.0,55.5
Super built-up  Area,other,1350.0,3.0,1.0,3.0,55.5
Super built-up  Area,other,1050.0,2.0,1.0,2.0,43.0
Carpet  Area,other,1128.76,3.0,0.0,3.0,47.405
Super built-up  Area,other,921.0,2.0,1.0,2.0,34.0
Super built-up  Area,other,1010.0,2.0,1.0,2.0,49.27
Super built-up  Area,other,1015.0,2.0,1.0,2.0,43.0
Plot  Area,other,1200.0,2.0,0.0,3.0,66.5
Built-up  Area,Fergusson College Road,1179.0,2.0,1.0,2.0,75.0
Built-up  Area,other,1850.0,4.0,2.0,4.0,86.0
Super built-up  Area,other,870.0,2.0,1.0,2.0,24.0
Super built-up  Area,other,1605.0,3.0,2.0,3.0,85.0
Plot  Area,Ghorpadi,2800.0,4.0,2.0,4.0,89.0
Super built-up  Area,other,2475.0,4.0,3.0,3.0,320.0
Plot  Area,Gultekdi,3000.0,2.0,0.0,2.0,510.0
Plot  Area,other,2400.0,7.0,2.0,6.0,110.0
Super built-up  Area,other,1000.0,1.0,1.0,2.0,55.0
Plot  Area,Hadapsar Industrial Estate,1200.0,2.0,0.0,2.0,80.0
Plot  Area,Hingne Khurd,1200.0,2.0,2.0,2.0,125.0
Plot  Area,other,1200.0,2.0,1.0,2.0,66.0
Built-up  Area,other,1200.0,2.0,2.0,2.0,50.0
Super built-up  Area,other,1255.0,2.0,1.0,2.0,57.5
Super built-up  Area,other,1085.0,2.0,2.0,2.0,30.38
Super built-up  Area,other,1592.0,3.0,0.0,3.0,125.0
Super built-up  Area,other,1313.0,2.0,1.0,2.0,58.27
Super built-up  Area,other,1934.0,3.0,2.0,3.0,150.0
Super built-up  Area,Khadki,1200.0,2.0,1.0,2.0,49.5
Super built-up  Area,Kharadi,3600.0,6.0,2.0,6.0,120.0
Super built-up  Area,Kondhwa,935.0,2.0,1.0,2.0,45.0
Built-up  Area,Kondhwa Budruk,877.0,2.0,2.0,2.0,30.0
Super built-up  Area,other,936.0,2.0,2.0,2.0,42.0
Super built-up  Area,Koregaon Park,1470.0,2.0,2.0,3.0,110.0
Built-up  Area,other,1050.0,1.0,1.0,1.0,70.0
Super built-up  Area,other,1232.0,2.0,0.0,2.0,69.61
Super built-up  Area,other,2225.0,4.0,2.0,3.0,169.0
Plot  Area,other,1200.0,2.0,0.0,3.0,80.0
Super built-up  Area,other,1901.0,3.0,2.0,3.0,119.0
Super built-up  Area,Mangalwar peth,1819.0,3.0,2.0,3.0,100.0
Super built-up  Area,Manik Bagh,1464.0,3.0,2.0,3.0,56.0
Super built-up  Area,other,3715.0,6.0,0.0,4.0,200.5
Built-up  Area,other,5000.0,4.0,3.0,4.0,290.0
Super built-up  Area,Mundhawa,1200.0,4.0,3.0,4.0,169.0
Super built-up  Area,other,1256.0,2.0,1.0,2.0,60.0
Super built-up  Area,other,1100.0,2.0,2.0,2.0,44.0
Plot  Area,Narayan Peth,4800.0,3.0,3.0,4.0,302.0
Super built-up  Area,other,1435.0,3.0,3.0,3.0,70.0
Super built-up  Area,other,3245.0,4.0,0.0,4.0,250.0
Super built-up  Area,other,1845.0,4.0,1.0,3.0,110.0
Plot  Area,Parvati Darshan,2400.0,4.0,1.0,3.0,130.0
Super built-up  Area,other,1140.0,2.0,2.0,2.0,46.0
Super built-up  Area,Paud Road,1200.0,2.0,0.0,2.0,60.0
Super built-up  Area,other,2254.0,3.0,2.0,3.0,170.0
Super built-up  Area,other,1750.0,3.0,2.0,3.0,150.0
Built-up  Area,other,1020.0,2.0,1.0,2.0,37.0
Built-up  Area,Rasta Peth,515.0,1.0,1.0,1.0,25.0
Super built-up  Area,other,1893.0,3.0,2.0,3.0,140.0
Super built-up  Area,Sadashiv Peth,3025.0,3.0,0.0,3.0,500.0
Built-up  Area,other,830.0,2.0,0.0,2.0,34.0
Built-up  Area,other,600.0,2.0,1.0,2.0,36.5
Super built-up  Area,Sasson Road,1075.0,2.0,1.0,3.0,90.0
Super built-up  Area,other,1200.0,2.0,1.0,2.0,78.0
Super built-up  Area,other,1233.0,2.0,2.0,2.0,77.65
Super built-up  Area,other,1255.0,2.0,2.0,2.0,65.26
Super built-up  Area,other,1200.0,2.0,2.0,2.0,37.8
Super built-up  Area,other,2145.0,3.0,2.0,3.0,175.0
Built-up  Area,Somwar Peth,1500.0,5.0,0.0,5.0,85.0
Built-up  Area,Swargate,740.0,2.0,1.0,2.0,34.0
Super built-up  Area,other,1250.0,3.0,3.0,3.0,48.0
Super built-up  Area,other,1210.0,2.0,2.0,2.0,40.0
Super built-up  Area,other,1525.0,2.0,2.0,3.0,60.0
Built-up  Area,other,540.0,1.0,0.0,1.0,36.0
Super built-up  Area,other,1240.0,2.0,1.0,3.0,84.0
Super built-up  Area,Vishrant Wadi,1245.0,2.0,1.0,3.0,68.0
Super built-up  Area,other,1104.0,2.0,0.0,2.0,36.43
Super built-up  Area,other,1075.0,2.0,1.0,3.0,35.99
Built-up  Area,Warje,2200.0,2.0,1.0,2.0,55.0
Super built-up  Area,Yerawada,1155.0,2.0,1.0,2.0,60.0
Super built-up  Area,Alandi Road,1520.0,2.0,3.0,2.0,62.0
Super built-up  Area,other,3122.0,6.0,2.0,4.0,245.0
Super built-up  Area,other,1290.0,2.0,1.0,2.0,85.0
Built-up  Area,other,2300.0,3.0,0.0,3.0,80.0
Built-up  Area,other,3000.0,4.0,0.0,4.0,200.0
Built-up  Area,other,400.0,1.0,0.0,1.0,14.0
Super built-up  Area,Baner road,1340.0,2.0,3.0,3.0,53.6
Super built-up  Area,Bhandarkar Road,900.0,2.0,1.0,2.0,95.0
Plot  Area,Bhavani Peth,1800.0,4.0,0.0,6.0,324.0
Super built-up  Area,other,987.0,2.0,1.0,2.0,49.0
Super built-up  Area,other,1720.0,3.0,2.0,3.0,100.0
Super built-up  Area,other,1040.0,2.0,1.0,2.0,50.0
Built-up  Area,other,900.0,2.0,0.0,2.0,64.0
Built-up  Area,other,1030.0,2.0,1.0,2.0,50.0
Super built-up  Area,Chandan Nagar,2556.0,3.0,2.0,3.0,133.0
Super built-up  Area,other,1850.0,3.0,1.0,3.0,168.0
Super built-up  Area,other,1028.0,2.0,1.0,2.0,31.86
Super built-up  Area,other,1270.0,2.0,1.0,2.0,83.0
Built-up  Area,other,1655.0,3.0,1.0,3.0,115.0
Built-up  Area,other,940.0,2.0,1.0,2.0,40.0
Super built-up  Area,other,1050.0,2.0,2.0,2.0,85.0
Super built-up  Area,Fergusson College Road,946.0,2.0,1.0,2.0,38.0
Built-up  Area,other,1726.0,3.0,3.0,3.0,145.0
Super built-up  Area,other,2121.0,4.0,3.0,3.0,253.0
Super built-up  Area,other,1404.0,2.0,1.0,2.0,75.0
